tr1,tr2,soft,hard
0,1,0.87,0.87
0,2,0.8919523809523809,0.8948333333333334
0,3,0.9124285714285715,0.9135238095238095
0,4,0.9238809523809524,0.9284285714285714
0,5,0.9270238095238095,0.9261904761904762
1,0,0.9989047619047619,0.9989047619047619
1,1,0.9990952380952381,0.9688333333333333
1,2,0.9873571428571428,0.9421904761904762
1,3,0.9738333333333333,0.9484285714285714
1,4,0.9710952380952381,0.9455714285714286
1,5,0.9663333333333334,0.9478571428571428
2,0,0.9991190476190476,0.9984761904761905
2,1,0.9988809523809524,0.9988809523809524
2,2,0.9988095238095238,0.9852619047619048
2,3,0.9962142857142857,0.9652857142857143
2,4,0.9923095238095239,0.9675476190476191
2,5,0.9875952380952381,0.9580952380952381
3,0,0.9995238095238095,0.9995
3,1,0.999547619047619,0.9992619047619048
3,2,0.9993571428571428,0.9989761904761905
3,3,0.9992142857142857,0.9917380952380952
3,4,0.998,0.9793333333333333
3,5,0.9960238095238095,0.975047619047619
4,0,0.999547619047619,0.9995238095238095
4,1,0.999547619047619,0.9995714285714286
4,2,0.9994761904761905,0.9992380952380953
4,3,0.9992619047619048,0.9987619047619047
4,4,0.9990952380952381,0.9944761904761905
4,5,0.9983571428571428,0.9832142857142857
5,0,0.9996190476190476,0.9996666666666667
5,1,0.9996428571428572,0.9996190476190476
5,2,0.9996190476190476,0.9996428571428572
5,3,0.999547619047619,0.9992857142857143
5,4,0.9994285714285714,0.9990238095238095
5,5,0.9992142857142857,0.9955238095238095
